1|1|1|7|0
1|1|2|7|1
1|1|3|7|2
1|1|4|7|3
1|1|5|7|4
1|1|6|7|5
1|1|7|7|6
2|2|1|5|0
2|2|2|5|1
2|2|3|5|2
2|2|4|5|3
2|2|5|5|4
3|2|6|11|0
3|2|7|11|1
3|2|8|11|2
3|2|9|11|3
3|2|10|11|4
3|2|11|11|5
3|2|12|11|6
3|2|13|11|7
3|2|14|11|8
3|2|15|11|9
3|2|16|11|10
4|2|17|8|0
4|2|18|8|1
4|2|19|8|2
4|2|20|8|3
4|2|21|8|4
4|2|22|8|5
4|2|23|8|6
4|2|24|8|7
5|2|25|5|0
5|2|26|5|1
5|2|27|5|2
5|2|28|5|3
5|2|29|5|4
6|2|30|8|0
6|2|31|8|1
6|2|32|8|2
6|2|33|8|3
6|2|34|8|4
6|2|35|8|5
6|2|36|8|6
6|2|37|8|7
7|2|38|11|0
7|2|39|11|1
7|2|40|11|2
7|2|41|11|3
7|2|42|11|4
7|2|43|11|5
7|2|44|11|6
7|2|45|11|7
7|2|46|11|8
7|2|47|11|9
7|2|48|11|10
8|2|49|9|0
8|2|50|9|1
8|2|51|9|2
8|2|52|9|3
8|2|53|9|4
8|2|54|9|5
8|2|55|9|6
8|2|56|9|7
8|2|57|9|8
9|2|58|4|0
9|2|59|4|1
9|2|60|4|2
9|2|61|4|3
10|2|62|8|0
10|2|63|8|1
10|2|64|8|2
10|2|65|8|3
10|2|66|8|4
10|2|67|8|5
10|2|68|8|6
10|2|69|8|7
11|2|70|7|0
11|2|71|7|1
11|2|72|7|2
11|2|73|7|3
11|2|74|7|4
11|2|75|7|5
11|2|76|7|6
12|2|77|7|0
12|2|78|7|1
12|2|79|7|2
12|2|80|7|3
12|2|81|7|4
12|2|82|7|5
12|2|83|7|6
13|2|84|5|0
13|2|85|5|1
13|2|86|5|2
13|2|87|5|3
13|2|88|5|4
14|2|89|5|0
14|2|90|5|1
14|2|91|5|2
14|2|92|5|3
14|2|93|5|4
15|2|94|8|0
15|2|95|8|1
15|2|96|8|2
15|2|97|8|3
15|2|98|8|4
15|2|99|8|5
15|2|100|8|6
15|2|101|8|7
16|2|102|4|0
16|2|103|4|1
16|2|104|4|2
16|2|105|4|3
17|2|106|7|0
17|2|107|7|1
17|2|108|7|2
17|2|109|7|3
17|2|110|7|4
17|2|111|7|5
17|2|112|7|6
18|2|113|7|0
18|2|114|7|1
18|2|115|7|2
18|2|116|7|3
18|2|117|7|4
18|2|118|7|5
18|2|119|7|6
19|2|120|7|0
19|2|121|7|1
19|2|122|7|2
19|2|123|7|3
19|2|124|7|4
19|2|125|7|5
19|2|126|7|6
20|2|127|8|0
20|2|128|8|1
20|2|129|8|2
20|2|130|8|3
20|2|131|8|4
20|2|132|8|5
20|2|133|8|6
20|2|134|8|7
21|2|135|7|0
21|2|136|7|1
21|2|137|7|2
21|2|138|7|3
21|2|139|7|4
21|2|140|7|5
21|2|141|7|6
22|2|142|4|0
22|2|143|4|1
22|2|144|4|2
22|2|145|4|3
23|2|146|8|0
23|2|147|8|1
23|2|148|8|2
23|2|149|8|3
23|2|150|8|4
23|2|151|8|5
23|2|152|8|6
23|2|153|8|7
24|2|154|10|0
24|2|155|10|1
24|2|156|10|2
24|2|157|10|3
24|2|158|10|4
24|2|159|10|5
24|2|160|10|6
24|2|161|10|7
24|2|162|10|8
24|2|163|10|9
25|2|164|6|0
25|2|165|6|1
25|2|166|6|2
25|2|167|6|3
25|2|168|6|4
25|2|169|6|5
26|2|170|7|0
26|2|171|7|1
26|2|172|7|2
26|2|173|7|3
26|2|174|7|4
26|2|175|7|5
26|2|176|7|6
27|2|177|5|0
27|2|178|5|1
27|2|179|5|2
27|2|180|5|3
27|2|181|5|4
28|2|182|5|0
28|2|183|5|1
28|2|184|5|2
28|2|185|5|3
28|2|186|5|4
29|2|187|4|0
29|2|188|4|1
29|2|189|4|2
29|2|190|4|3
30|2|191|6|0
30|2|192|6|1
30|2|193|6|2
30|2|194|6|3
30|2|195|6|4
30|2|196|6|5
31|2|197|6|0
31|2|198|6|1
31|2|199|6|2
31|2|200|6|3
31|2|201|6|4
31|2|202|6|5
32|2|203|8|0
32|2|204|8|1
32|2|205|8|2
32|2|206|8|3
32|2|207|8|4
32|2|208|8|5
32|2|209|8|6
32|2|210|8|7
33|2|211|5|0
33|2|212|5|1
33|2|213|5|2
33|2|214|5|3
33|2|215|5|4
34|2|216|4|0
34|2|217|4|1
34|2|218|4|2
34|2|219|4|3
35|2|220|5|0
35|2|221|5|1
35|2|222|5|2
35|2|223|5|3
35|2|224|5|4
36|2|225|6|0
36|2|226|6|1
36|2|227|6|2
36|2|228|6|3
36|2|229|6|4
36|2|230|6|5
37|2|231|3|0
37|2|232|3|1
37|2|233|3|2
38|2|234|4|0
38|2|235|4|1
38|2|236|4|2
38|2|237|4|3
39|2|238|8|0
39|2|239|8|1
39|2|240|8|2
39|2|241|8|3
39|2|242|8|4
39|2|243|8|5
39|2|244|8|6
39|2|245|8|7
40|2|246|3|0
40|2|247|3|1
40|2|248|3|2
41|2|249|4|0
41|2|250|4|1
41|2|251|4|2
41|2|252|4|3
42|2|253|4|0
42|2|254|4|1
42|2|255|4|2
42|2|256|4|3
43|2|257|3|0
43|2|258|3|1
43|2|259|3|2
44|2|260|5|0
44|2|261|5|1
44|2|262|5|2
44|2|263|5|3
44|2|264|5|4
45|2|265|5|0
45|2|266|5|1
45|2|267|5|2
45|2|268|5|3
45|2|269|5|4
46|2|270|5|0
46|2|271|5|1
46|2|272|5|2
46|2|273|5|3
46|2|274|5|4
47|2|275|7|0
47|2|276|7|1
47|2|277|7|2
47|2|278|7|3
47|2|279|7|4
47|2|280|7|5
47|2|281|7|6
48|2|282|1|0
49|2|283|4|0
49|2|284|4|1
49|2|285|4|2
49|2|286|4|3
50|3|1|9|0
50|3|2|9|1
50|3|3|9|2
50|3|4|9|3
50|3|5|9|4
50|3|6|9|5
50|3|7|9|6
50|3|8|9|7
50|3|9|9|8
51|3|10|6|0
51|3|11|6|1
51|3|12|6|2
51|3|13|6|3
51|3|14|6|4
51|3|15|6|5
52|3|16|7|0
52|3|17|7|1
52|3|18|7|2
52|3|19|7|3
52|3|20|7|4
52|3|21|7|5
52|3|22|7|6
53|3|23|7|0
53|3|24|7|1
53|3|25|7|2
53|3|26|7|3
53|3|27|7|4
53|3|28|7|5
53|3|29|7|6
54|3|30|8|0
54|3|31|8|1
54|3|32|8|2
54|3|33|8|3
54|3|34|8|4
54|3|35|8|5
54|3|36|8|6
54|3|37|8|7
55|3|38|8|0
55|3|39|8|1
55|3|40|8|2
55|3|41|8|3
55|3|42|8|4
55|3|43|8|5
55|3|44|8|6
55|3|45|8|7
56|3|46|7|0
56|3|47|7|1
56|3|48|7|2
56|3|49|7|3
56|3|50|7|4
56|3|51|7|5
56|3|52|7|6
57|3|53|9|0
57|3|54|9|1
57|3|55|9|2
57|3|56|9|3
57|3|57|9|4
57|3|58|9|5
57|3|59|9|6
57|3|60|9|7
57|3|61|9|8
58|3|62|9|0
58|3|63|9|1
58|3|64|9|2
58|3|65|9|3
58|3|66|9|4
58|3|67|9|5
58|3|68|9|6
58|3|69|9|7
58|3|70|9|8
59|3|71|7|0
59|3|72|7|1
59|3|73|7|2
59|3|74|7|3
59|3|75|7|4
59|3|76|7|5
59|3|77|7|6
60|3|78|6|0
60|3|79|6|1
60|3|80|6|2
60|3|81|6|3
60|3|82|6|4
60|3|83|6|5
61|3|84|8|0
61|3|85|8|1
61|3|86|8|2
61|3|87|8|3
61|3|88|8|4
61|3|89|8|5
61|3|90|8|6
61|3|91|8|7
62|3|92|9|0
62|3|93|9|1
62|3|94|9|2
62|3|95|9|3
62|3|96|9|4
62|3|97|9|5
62|3|98|9|6
62|3|99|9|7
62|3|100|9|8
63|3|101|8|0
63|3|102|8|1
63|3|103|8|2
63|3|104|8|3
63|3|105|8|4
63|3|106|8|5
63|3|107|8|6
63|3|108|8|7
64|3|109|7|0
64|3|110|7|1
64|3|111|7|2
64|3|112|7|3
64|3|113|7|4
64|3|114|7|5
64|3|115|7|6
65|3|116|6|0
65|3|117|6|1
65|3|118|6|2
65|3|119|6|3
65|3|120|6|4
65|3|121|6|5
66|3|122|11|0
66|3|123|11|1
66|3|124|11|2
66|3|125|11|3
66|3|126|11|4
66|3|127|11|5
66|3|128|11|6
66|3|129|11|7
66|3|130|11|8
66|3|131|11|9
66|3|132|11|10
67|3|133|8|0
67|3|134|8|1
67|3|135|8|2
67|3|136|8|3
67|3|137|8|4
67|3|138|8|5
67|3|139|8|6
67|3|140|8|7
68|3|141|8|0
68|3|142|8|1
68|3|143|8|2
68|3|144|8|3
68|3|145|8|4
68|3|146|8|5
68|3|147|8|6
68|3|148|8|7
69|3|149|5|0
69|3|150|5|1
69|3|151|5|2
69|3|152|5|3
69|3|153|5|4
70|3|154|4|0
70|3|155|4|1
70|3|156|4|2
70|3|157|4|3
71|3|158|8|0
71|3|159|8|1
71|3|160|8|2
71|3|161|8|3
71|3|162|8|4
71|3|163|8|5
71|3|164|8|6
71|3|165|8|7
72|3|166|8|0
72|3|167|8|1
72|3|168|8|2
72|3|169|8|3
72|3|170|8|4
72|3|171|8|5
72|3|172|8|6
72|3|173|8|7
73|3|174|7|0
73|3|175|7|1
73|3|176|7|2
73|3|177|7|3
73|3|178|7|4
73|3|179|7|5
73|3|180|7|6
74|3|181|6|0
74|3|182|6|1
74|3|183|6|2
74|3|184|6|3
74|3|185|6|4
74|3|186|6|5
75|3|187|8|0
75|3|188|8|1
75|3|189|8|2
75|3|190|8|3
75|3|191|8|4
75|3|192|8|5
75|3|193|8|6
75|3|194|8|7
76|3|195|6|0
76|3|196|6|1
76|3|197|6|2
76|3|198|6|3
76|3|199|6|4
76|3|200|6|5
77|4|1|6|0
77|4|2|6|1
77|4|3|6|2
77|4|4|6|3
77|4|5|6|4
77|4|6|6|5
78|4|7|5|0
78|4|8|5|1
78|4|9|5|2
78|4|10|5|3
78|4|11|5|4
79|4|12|3|0
79|4|13|3|1
79|4|14|3|2
80|4|15|5|0
80|4|16|5|1
80|4|17|5|2
80|4|18|5|3
80|4|19|5|4
81|4|20|4|0
81|4|21|4|1
81|4|22|4|2
81|4|23|4|3
82|4|24|3|0
82|4|25|3|1
82|4|26|3|2
83|4|27|7|0
83|4|28|7|1
83|4|29|7|2
83|4|30|7|3
83|4|31|7|4
83|4|32|7|5
83|4|33|7|6
84|4|34|4|0
84|4|35|4|1
84|4|36|4|2
84|4|37|4|3
85|4|38|7|0
85|4|39|7|1
85|4|40|7|2
85|4|41|7|3
85|4|42|7|4
85|4|43|7|5
85|4|44|7|6
86|4|45|7|0
86|4|46|7|1
86|4|47|7|2
86|4|48|7|3
86|4|49|7|4
86|4|50|7|5
86|4|51|7|6
87|4|52|8|0
87|4|53|8|1
87|4|54|8|2
87|4|55|8|3
87|4|56|8|4
87|4|57|8|5
87|4|58|8|6
87|4|59|8|7
88|4|60|6|0
88|4|61|6|1
88|4|62|6|2
88|4|63|6|3
88|4|64|6|4
88|4|65|6|5
89|4|66|9|0
89|4|67|9|1
89|4|68|9|2
89|4|69|9|3
89|4|70|9|4
89|4|71|9|5
89|4|72|9|6
89|4|73|9|7
89|4|74|9|8
90|4|75|5|0
90|4|76|5|1
90|4|77|5|2
90|4|78|5|3
90|4|79|5|4
91|4|80|7|0
91|4|81|7|1
91|4|82|7|2
91|4|83|7|3
91|4|84|7|4
91|4|85|7|5
91|4|86|7|6
92|4|87|5|0
92|4|88|5|1
92|4|89|5|2
92|4|90|5|3
92|4|91|5|4
93|4|92|3|0
93|4|93|3|1
93|4|94|3|2
94|4|95|7|0
94|4|96|7|1
94|4|97|7|2
94|4|98|7|3
94|4|99|7|4
94|4|100|7|5
94|4|101|7|6
95|4|102|4|0
95|4|103|4|1
95|4|104|4|2
95|4|105|4|3
96|4|106|8|0
96|4|107|8|1
96|4|108|8|2
96|4|109|8|3
96|4|110|8|4
96|4|111|8|5
96|4|112|8|6
96|4|113|8|7
97|4|114|8|0
97|4|115|8|1
97|4|116|8|2
97|4|117|8|3
97|4|118|8|4
97|4|119|8|5
97|4|120|8|6
97|4|121|8|7
98|4|122|6|0
98|4|123|6|1
98|4|124|6|2
98|4|125|6|3
98|4|126|6|4
98|4|127|6|5
99|4|128|7|0
99|4|129|7|1
99|4|130|7|2
99|4|131|7|3
99|4|132|7|4
99|4|133|7|5
99|4|134|7|6
100|4|135|6|0
100|4|136|6|1
100|4|137|6|2
100|4|138|6|3
100|4|139|6|4
100|4|140|6|5
101|4|141|7|0
101|4|142|7|1
101|4|143|7|2
101|4|144|7|3
101|4|145|7|4
101|4|146|7|5
101|4|147|7|6
102|4|148|7|0
102|4|149|7|1
102|4|150|7|2
102|4|151|7|3
102|4|152|7|4
102|4|153|7|5
102|4|154|7|6
103|4|155|8|0
103|4|156|8|1
103|4|157|8|2
103|4|158|8|3
103|4|159|8|4
103|4|160|8|5
103|4|161|8|6
103|4|162|8|7
104|4|163|8|0
104|4|164|8|1
104|4|165|8|2
104|4|166|8|3
104|4|167|8|4
104|4|168|8|5
104|4|169|8|6
104|4|170|8|7
105|4|171|5|0
105|4|172|5|1
105|4|173|5|2
105|4|174|5|3
105|4|175|5|4
106|4|176|1|0
106|5|1|2|0
106|5|2|2|1
107|5|3|3|0
107|5|4|3|1
107|5|5|3|2
108|5|6|4|0
108|5|7|4|1
108|5|8|4|2
108|5|9|4|3
109|5|10|4|0
109|5|11|4|1
109|5|12|4|2
109|5|13|4|3
110|5|14|4|0
110|5|15|4|1
110|5|16|4|2
110|5|17|4|3
111|5|18|6|0
111|5|19|6|1
111|5|20|6|2
111|5|21|6|3
111|5|22|6|4
111|5|23|6|5
112|5|24|8|0
112|5|25|8|1
112|5|26|8|2
112|5|27|8|3
112|5|28|8|4
112|5|29|8|5
112|5|30|8|6
112|5|31|8|7
113|5|32|5|0
113|5|33|5|1
113|5|34|5|2
113|5|35|5|3
113|5|36|5|4
114|5|37|5|0
114|5|38|5|1
114|5|39|5|2
114|5|40|5|3
114|5|41|5|4
115|5|42|4|0
115|5|43|4|1
115|5|44|4|2
115|5|45|4|3
116|5|46|5|0
116|5|47|5|1
116|5|48|5|2
116|5|49|5|3
116|5|50|5|4
117|5|51|7|0
117|5|52|7|1
117|5|53|7|2
117|5|54|7|3
117|5|55|7|4
117|5|56|7|5
